"gene","median","hazard_ratio","p_value","coefficient"
"KMT2E-AS1",98.8942827584081,0.938274640790242,0.639687825300475,-0.0637125788122682
"LINC00879",0,1.42261874572871,0.220231314016444,0.352499360320795
"RUVBL1-AS1",0,1.00474786674418,0.972300100259311,0.00473663117415844
"PLS1-AS1",0,0.989002081114286,0.969268513001993,-0.0110588431004805
"PSMD6-AS2",10.9794158523778,0.620228779539136,0.000560876775188345,-0.477666869749811
"PDZRN3-AS1",0,0.861041290612992,0.45169989330663,-0.14961281912706
"HLTF-AS1",0,0.855173379346874,0.756849446488522,-0.156451047741202
"ITIH4-AS1",0,1.08995062252443,0.553466577266124,0.0861323947786518
"DENND6A-AS1",0.830413640309687,0.891724793603932,0.400859817680779,-0.114597721356334
"IGSF11-AS1",0,0.906822951992308,0.561223270704314,-0.097808049693884
"PRKAG2-AS1",16.6488278114262,1.06284954482395,0.654114568886148,0.0609535510769897
"LINC01471",0,0.935039330618372,0.696433785007845,-0.0671666857456669
"ZBTB20-AS3",0,0.844726400568065,0.463103582499416,-0.168742490365051
"STIM2-AS1",8.73149741411682,1.33118952514517,0.0368472042311955,0.286072922322755
"LINC02004",2.68969619448715,0.889098289261735,0.388633598607656,-0.117547487980463
"SLC9A9-AS1",0,1.01365371993987,0.930437149348481,0.0135613477717987
"LNCSRLR",4.46831793398852,1.30809835918763,0.0503672484854371,0.268574448363448
"ERICH6-AS1",31.1267131878972,1.13184084194894,0.366506088713806,0.123845370910989
"LINC02271",0,0.844425257863902,0.555239111904478,-0.169099051252701
"MAGI1-AS1",0,0.653339516025817,0.0544605169788541,-0.425658352165639
"ARHGEF3-AS1",0,0.968165999924829,0.877273005100912,-0.0323517188822148
"B4GALT4-AS1",0,1.07564709755809,0.59538119956463,0.0729224316964913
"GHRLOS",15.0585770487314,0.690086285973493,0.00704639281491098,-0.370938637073701
"SEC62-AS1",1.17333065000522,0.7994565953122,0.100512168848708,-0.223823037972742
"SAMMSON",0,0.942049275157364,0.664025457806208,-0.0596976966895954
"LINC00636",2.71181059173443,0.953279250810382,0.726821538058984,-0.0478473953647307
"LINC00973",1.94473852673137,1.37592892854968,0.0197797091561319,0.319129087413895
"CDKN2B-AS1",44.4645263801153,0.807005346138734,0.115954146620867,-0.214424986026903
"TM4SF1-AS1",9.75570803269921,1.31641942850988,0.0453555041012262,0.274915496797551
"THOC7-AS1",0,0.76368377643133,0.0639944711516721,-0.26960148069261
"LINC02067",0.684579007085281,0.965398020627183,0.796129457640831,-0.035214806071516
"KCNAB1-AS2",0,1.24777700221068,0.123143999005076,0.221363569855267
"MME-AS1",0,1.46307882769429,0.0189678769890201,0.380543001443806
